Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
US-2019-149020,1/10/19,1/15/19,Standard Class,AJ-10780,FUR-FU-10000965,51.94,1,0,21.2954
US-2019-149020,1/10/19,1/15/19,Standard Class,AJ-10780,OFF-LA-10004272,2.89,1,0,1.3583
US-2019-130092,1/11/19,1/14/19,First Class,SV-20365,FUR-FU-10000010,9.94,2,0,3.0814
US-2019-157147,1/13/19,1/18/19,Standard Class,BD-11605,FUR-BO-10003034,333.999,3,0.15,3.9294
US-2019-109232,1/13/19,1/16/19,Second Class,ND-18370,FUR-CH-10000422,545.94,6,0,87.3504
US-2019-157147,1/13/19,1/18/19,Standard Class,BD-11605,OFF-AR-10003514,19.9,5,0,6.567
US-2019-118192,1/13/19,1/18/19,Standard Class,MM-17920,OFF-BI-10003476,3.438,2,0.7,-2.5212
US-2019-162775,1/13/19,1/15/19,Second Class,CS-12250,OFF-BI-10004187,5.64,3,0,2.7072
US-2019-162775,1/13/19,1/15/19,Second Class,CS-12250,OFF-EN-10001532,50.94,3,0,25.47
US-2019-162775,1/13/19,1/15/19,Second Class,CS-12250,OFF-EN-10001990,11.36,2,0,5.3392
US-2019-118192,1/13/19,1/18/19,Standard Class,MM-17920,OFF-PA-10002947,37.408,7,0.2,13.0928
US-2019-162775,1/13/19,1/15/19,Second Class,CS-12250,OFF-ST-10000025,572.58,6,0,34.3548
US-2019-157147,1/13/19,1/18/19,Standard Class,BD-11605,OFF-ST-10000078,1325.85,5,0,238.653
US-2019-162775,1/13/19,1/15/19,Second Class,CS-12250,TEC-AC-10003174,646.74,6,0,258.696
US-2019-149524,1/14/19,1/15/19,First Class,BS-11590,FUR-BO-10003433,61.96,4,0.5,-53.2856
US-2019-103366,1/15/19,1/17/19,First Class,EH-13990,TEC-AC-10003628,149.95,5,0,65.978
US-2019-115791,1/16/19,1/18/19,Second Class,DL-13315,FUR-FU-10001095,127.104,6,0.2,28.5984
US-2019-115791,1/16/19,1/18/19,Second Class,DL-13315,OFF-BI-10001575,18.588,2,0.7,-13.6312
US-2019-115791,1/16/19,1/18/19,Second Class,DL-13315,OFF-LA-10001074,30.072,3,0.2,10.1493
US-2019-115791,1/16/19,1/18/19,Second Class,DL-13315,TEC-PH-10004614,124.2,3,0.4,-31.05
US-2019-123477,1/18/19,1/21/19,Second Class,DW-13195,OFF-AP-10000692,64.864,4,0.2,6.4864
US-2019-146591,1/19/19,1/20/19,First Class,TS-21340,FUR-BO-10001972,181.47,5,0.7,-320.597
US-2019-146591,1/19/19,1/20/19,First Class,TS-21340,OFF-BI-10003676,32.34,10,0.7,-23.716
US-2019-146591,1/19/19,1/20/19,First Class,TS-21340,OFF-EN-10002504,108.72,5,0.2,36.693
US-2019-146591,1/19/19,1/20/19,First Class,TS-21340,OFF-PA-10000659,56.064,4,0.2,19.6224
US-2019-147627,1/20/19,1/26/19,Standard Class,HL-15040,FUR-CH-10002331,1067.94,3,0,224.2674
US-2019-167927,1/20/19,1/26/19,Standard Class,XP-21865,FUR-FU-10002268,14.73,3,0,4.8609
US-2019-167927,1/20/19,1/26/19,Standard Class,XP-21865,FUR-FU-10002918,272.94,3,0,30.0234
US-2019-147627,1/20/19,1/26/19,Standard Class,HL-15040,FUR-FU-10003194,38.6,4,0,11.58
US-2019-148614,1/20/19,1/25/19,Standard Class,MV-17485,FUR-FU-10003194,19.3,2,0,5.79
US-2019-167927,1/20/19,1/26/19,Standard Class,XP-21865,OFF-AP-10002311,247.716,4,0.1,93.5816
US-2019-147627,1/20/19,1/26/19,Standard Class,HL-15040,OFF-AR-10002375,22.96,7,0,6.6584
US-2019-147627,1/20/19,1/26/19,Standard Class,HL-15040,OFF-AR-10003811,6.63,3,0,1.7901
US-2019-167927,1/20/19,1/26/19,Standard Class,XP-21865,OFF-AR-10004456,43.92,3,0,12.7368
US-2019-167927,1/20/19,1/26/19,Standard Class,XP-21865,OFF-BI-10000605,19.05,5,0,8.9535
US-2019-147774,1/20/19,1/26/19,Standard Class,MM-18280,OFF-BI-10003091,67.194,1,0.7,-51.5154
US-2019-167927,1/20/19,1/26/19,Standard Class,XP-21865,OFF-BI-10004364,29.7,5,0,13.365
US-2019-147627,1/20/19,1/26/19,Standard Class,HL-15040,OFF-EN-10001539,23.34,3,0,10.9698
US-2019-148614,1/20/19,1/25/19,Standard Class,MV-17485,OFF-PA-10002893,19.36,2,0,9.2928
US-2019-167927,1/20/19,1/26/19,Standard Class,XP-21865,OFF-ST-10000760,13.98,1,0,4.0542
US-2019-167927,1/20/19,1/26/19,Standard Class,XP-21865,OFF-ST-10003123,66.58,2,0,15.9792
US-2019-147627,1/20/19,1/26/19,Standard Class,HL-15040,TEC-PH-10001061,699.93,7,0,181.9818
US-2019-110422,1/21/19,1/23/19,Second Class,TB-21400,FUR-FU-10001889,25.248,3,0.2,4.1028
CA-2019-115238,1/21/19,1/24/19,Standard Class,JW-15220,FUR-FU-10001025,24.3,5,0,10.45
CA-2019-115238,1/21/19,1/24/19,Standard Class,JW-15220,FUR-FU-10002445,9.48,1,0,3.79
CA-2019-115238,1/21/19,1/24/19,Standard Class,JW-15220,FUR-FU-10002960,31.4,5,0,13.19
CA-2019-115238,1/21/19,1/24/19,Standard Class,JW-15220,OFF-PA-10002689,6.48,1,0,3.11
CA-2019-115238,1/21/19,1/24/19,Standard Class,JW-15220,TEC-PH-10001300,209.5,10,0,58.66
US-2019-146997,1/23/19,1/27/19,Standard Class,SG-20605,OFF-FA-10003467,5.94,3,0,0
US-2019-102645,1/23/19,1/28/19,Standard Class,IM-15055,OFF-PA-10001804,40.08,6,0,19.2384
US-2019-167997,1/26/19,1/29/19,First Class,CA-11965,FUR-BO-10004409,141.96,2,0,39.7488
US-2019-155502,1/26/19,1/31/19,Standard Class,SD-20485,FUR-FU-10001847,12.42,3,0,4.4712
US-2019-155502,1/26/19,1/31/19,Standard Class,SD-20485,FUR-FU-10004587,62.82,3,0,30.7818
US-2019-167997,1/26/19,1/29/19,First Class,CA-11965,OFF-BI-10001758,10.68,2,0,5.0196
US-2019-155502,1/26/19,1/31/19,Standard Class,SD-20485,OFF-PA-10000380,16.68,2,0,8.34
US-2019-155502,1/26/19,1/31/19,Standard Class,SD-20485,OFF-PA-10003072,19.44,3,0,9.3312
US-2019-155502,1/26/19,1/31/19,Standard Class,SD-20485,OFF-ST-10004337,489.92,8,0,0
US-2019-155502,1/26/19,1/31/19,Standard Class,SD-20485,TEC-PH-10002103,187.98,2,0,52.6344
US-2019-155502,1/26/19,1/31/19,Standard Class,SD-20485,TEC-PH-10004833,155.35,13,0,0
US-2019-117163,1/27/19,2/2/19,Standard Class,EJ-13720,FUR-TA-10003469,333,3,0.2,-16.65
US-2019-117163,1/27/19,2/2/19,Standard Class,EJ-13720,OFF-AR-10003179,36.44,4,0,12.0252
US-2019-117163,1/27/19,2/2/19,Standard Class,EJ-13720,OFF-ST-10003692,57.23,1,0,14.3075
US-2019-100328,1/28/19,2/3/19,Standard Class,JC-15340,OFF-BI-10000343,3.928,1,0.2,1.3257
US-2019-134103,1/30/19,2/4/19,Standard Class,MV-18190,OFF-PA-10001204,10.56,2,0,4.752
US-2019-134103,1/30/19,2/4/19,Standard Class,MV-18190,OFF-ST-10000991,229.94,2,0,6.8982
US-2019-115161,1/31/19,2/2/19,First Class,LC-17050,FUR-BO-10003966,290.666,2,0.15,3.4196
US-2019-140795,2/1/19,2/3/19,First Class,BD-11500,TEC-AC-10001432,468.9,6,0,206.316
US-2019-123400,2/2/19,2/9/19,Standard Class,EB-13930,OFF-BI-10000666,18.336,2,0.7,-12.224
US-2019-139857,2/2/19,2/6/19,Standard Class,CD-12790,OFF-FA-10001843,12.35,5,0,5.8045
US-2019-123400,2/2/19,2/9/19,Standard Class,EB-13930,TEC-PH-10002890,180.96,5,0.2,13.572
US-2019-111059,2/3/19,2/6/19,Second Class,TB-21400,OFF-BI-10002827,13.272,3,0.2,4.3134
US-2019-111059,2/3/19,2/6/19,Second Class,TB-21400,OFF-BI-10004593,83.84,2,0.2,27.248
US-2019-104808,2/4/19,2/8/19,Second Class,MH-17440,OFF-BI-10003676,17.248,2,0.2,6.0368
US-2019-107181,2/4/19,2/8/19,Standard Class,DB-13270,OFF-BI-10004230,82.896,3,0.2,29.0136
US-2019-107181,2/4/19,2/8/19,Standard Class,DB-13270,OFF-PA-10000350,34.24,4,0,16.0928
US-2019-108182,2/6/19,2/10/19,Second Class,DL-13315,OFF-BI-10001196,8.952,2,0.8,-14.7708
US-2019-131905,2/6/19,2/9/19,First Class,ND-18460,OFF-LA-10002787,15,4,0,7.2
US-2019-131905,2/6/19,2/9/19,First Class,ND-18460,TEC-PH-10001615,144.95,5,0,42.0355
US-2019-131905,2/6/19,2/9/19,First Class,ND-18460,TEC-PH-10003645,161.61,1,0,42.0186
US-2019-169390,2/7/19,2/10/19,Second Class,CS-12250,OFF-ST-10001558,64.96,4,0,9.744
US-2019-107755,2/7/19,2/12/19,Standard Class,CK-12760,TEC-AC-10000710,115.36,7,0,49.6048
US-2019-125759,2/8/19,2/9/19,First Class,NM-18445,FUR-FU-10002111,14.56,2,0,5.5328
US-2019-168368,2/11/19,2/15/19,Second Class,GA-14725,FUR-CH-10001146,60.89,1,0,15.2225
US-2019-168368,2/11/19,2/15/19,Second Class,GA-14725,FUR-FU-10002298,332.94,3,0,53.2704
US-2019-127614,2/11/19,2/15/19,Standard Class,NF-18385,FUR-TA-10003715,1256.22,6,0,75.3732
US-2019-127614,2/11/19,2/15/19,Standard Class,NF-18385,OFF-BI-10003291,17.46,2,0,8.2062
US-2019-168368,2/11/19,2/15/19,Second Class,GA-14725,OFF-BI-10004654,51.9,3,0,24.393
US-2019-168368,2/11/19,2/15/19,Second Class,GA-14725,OFF-BI-10004728,9.64,2,0,4.4344
US-2019-168368,2/11/19,2/15/19,Second Class,GA-14725,OFF-LA-10004853,14.94,3,0,6.8724
US-2019-168368,2/11/19,2/15/19,Second Class,GA-14725,OFF-ST-10002583,64.96,2,0,2.5984
US-2019-127614,2/11/19,2/15/19,Standard Class,NF-18385,TEC-AC-10001432,234.45,3,0,103.158
US-2019-110674,2/12/19,2/18/19,Standard Class,SC-20095,FUR-CH-10000225,129.568,2,0.2,-24.294
US-2019-121762,2/14/19,2/18/19,Standard Class,ML-17395,OFF-AP-10001293,81.96,2,0,22.9488
US-2019-107706,2/14/19,2/19/19,Second Class,ST-20530,OFF-PA-10000466,16.176,3,0.2,6.066
US-2019-121762,2/14/19,2/18/19,Standard Class,ML-17395,OFF-SU-10000157,238.62,2,0,4.7724
US-2019-121762,2/14/19,2/18/19,Standard Class,ML-17395,TEC-AC-10000736,239.97,3,0,86.3892
US-2019-165568,2/15/19,2/19/19,Standard Class,BF-11020,OFF-BI-10001031,21.36,5,0.2,7.209
US-2019-122567,2/16/19,2/21/19,Standard Class,MN-17935,OFF-AP-10001303,7.96,2,0.8,-13.93
US-2019-122567,2/16/19,2/21/19,Standard Class,MN-17935,OFF-BI-10002012,1.08,3,0.8,-1.728
US-2019-154165,2/17/19,2/24/19,Standard Class,DL-13315,OFF-AR-10003631,54.208,14,0.2,8.8088
US-2019-165589,2/18/19,2/18/19,Same Day,TB-21595,FUR-FU-10002396,25.16,5,0.6,-11.322
US-2019-152905,2/18/19,2/24/19,Standard Class,AB-10015,OFF-ST-10000321,12.624,2,0.2,-2.5248
US-2019-109491,2/20/19,2/26/19,Standard Class,LC-16930,FUR-FU-10000221,20.32,4,0,6.9088
US-2019-164903,2/20/19,2/24/19,Standard Class,SR-20740,OFF-PA-10003363,12.96,2,0,6.2208
US-2019-109491,2/20/19,2/26/19,Standard Class,LC-16930,TEC-AC-10001284,62.31,3,0,22.4316
US-2019-165540,2/21/19,2/25/19,Standard Class,TM-21010,OFF-BI-10004094,8.85,5,0.8,-13.7175
US-2019-133354,2/22/19,2/24/19,First Class,SA-20830,OFF-PA-10001800,19.44,3,0,9.3312
US-2019-103744,2/23/19,2/27/19,Standard Class,MG-17875,OFF-BI-10000320,4.428,3,0.8,-6.8634
US-2019-103744,2/23/19,2/27/19,Standard Class,MG-17875,OFF-LA-10004425,6.936,3,0.2,2.3409
US-2019-137680,2/24/19,3/2/19,Standard Class,JH-15430,OFF-PA-10000069,22.776,3,0.2,7.6869
US-2019-137680,2/24/19,3/2/19,Standard Class,JH-15430,OFF-PA-10000174,32.896,4,0.2,11.1024
US-2019-156545,2/27/19,3/3/19,First Class,JS-16030,OFF-AR-10003560,19.456,4,0.2,3.4048
US-2019-113880,3/1/19,3/5/19,Standard Class,VF-21715,FUR-CH-10000863,634.116,6,0.3,-172.1172
US-2019-131009,3/1/19,3/5/19,Standard Class,SC-20380,FUR-CH-10001270,362.25,6,0.3,0
US-2019-104269,3/1/19,3/6/19,Second Class,DB-13060,FUR-CH-10004063,457.568,2,0.2,51.4764
US-2019-131009,3/1/19,3/5/19,Standard Class,SC-20380,FUR-FU-10001095,63.552,6,0.6,-34.9536
US-2019-168312,3/1/19,3/7/19,Standard Class,GW-14605,FUR-TA-10001866,376.509,3,0.3,-43.0296
US-2019-131009,3/1/19,3/5/19,Standard Class,SC-20380,OFF-FA-10004395,18.84,5,0.2,-3.5325
US-2019-113880,3/1/19,3/5/19,Standard Class,VF-21715,OFF-PA-10003036,17.472,3,0.2,5.6784
US-2019-131009,3/1/19,3/5/19,Standard Class,SC-20380,OFF-ST-10001469,129.552,3,0.2,-22.6716
US-2019-168312,3/1/19,3/7/19,Standard Class,GW-14605,OFF-ST-10003692,137.352,3,0.2,8.5845
US-2019-143707,3/1/19,3/5/19,Standard Class,HR-14770,TEC-PH-10003655,5.94,3,0,1.6038
US-2019-107524,3/2/19,3/8/19,Standard Class,KN-16705,OFF-EN-10001990,11.36,2,0,5.3392
US-2019-111157,3/2/19,3/6/19,Standard Class,NH-18610,OFF-PA-10000327,3.424,1,0.2,1.07
US-2019-107524,3/2/19,3/8/19,Standard Class,KN-16705,OFF-PA-10000587,36.4,5,0,17.472
US-2019-111157,3/2/19,3/6/19,Standard Class,NH-18610,TEC-AC-10004353,151.2,3,0.2,32.13
US-2019-127978,3/3/19,3/8/19,Standard Class,JS-15595,FUR-BO-10001972,302.45,5,0.5,-199.617
US-2019-105648,3/3/19,3/7/19,Standard Class,EJ-14155,FUR-TA-10002958,626.352,3,0.2,-23.4882
US-2019-130421,3/3/19,3/7/19,Standard Class,SC-20020,OFF-AP-10002534,176.772,3,0.8,-459.6072
US-2019-155852,3/3/19,3/7/19,Second Class,AJ-10945,OFF-AR-10003560,19.456,4,0.2,3.4048
US-2019-127964,3/3/19,3/8/19,Standard Class,AP-10720,OFF-BI-10003429,25.32,5,0.2,9.1785
US-2019-127964,3/3/19,3/8/19,Standard Class,AP-10720,OFF-BI-10004593,125.76,3,0.2,40.872
US-2019-127978,3/3/19,3/8/19,Standard Class,JS-15595,OFF-LA-10000305,15.12,3,0.2,4.914
US-2019-127978,3/3/19,3/8/19,Standard Class,JS-15595,OFF-ST-10002486,44.672,8,0.2,-10.0512
US-2019-127964,3/3/19,3/8/19,Standard Class,AP-10720,TEC-PH-10004700,9.99,1,0,4.5954
US-2019-117016,3/4/19,3/9/19,Standard Class,SC-20095,OFF-AR-10001374,15.552,3,0.2,2.3328
US-2019-116239,3/4/19,3/4/19,Same Day,CL-12565,OFF-ST-10001370,354.9,5,0,17.745
US-2019-169061,3/5/19,3/8/19,Second Class,AB-10150,OFF-AR-10000588,59.52,3,0,15.4752
US-2019-169061,3/5/19,3/8/19,Second Class,AB-10150,OFF-BI-10001617,49.632,6,0.2,16.7508
US-2019-169061,3/5/19,3/8/19,Second Class,AB-10150,OFF-PA-10001878,97.82,2,0,45.9754
US-2019-169061,3/5/19,3/8/19,Second Class,AB-10150,OFF-SU-10000381,18.62,2,0,5.3998
US-2019-169061,3/5/19,3/8/19,Second Class,AB-10150,TEC-AC-10002001,479.97,3,0,177.5889
US-2019-104563,3/7/19,3/12/19,Standard Class,CM-12715,FUR-CH-10002780,436.704,6,0.2,21.8352
US-2019-156587,3/7/19,3/8/19,First Class,AB-10015,FUR-CH-10004477,48.712,1,0.2,5.4801
US-2019-104563,3/7/19,3/12/19,Standard Class,CM-12715,FUR-CH-10004495,481.568,2,0.2,54.1764
US-2019-104563,3/7/19,3/12/19,Standard Class,CM-12715,OFF-AR-10000390,20.65,5,0,9.499
US-2019-156587,3/7/19,3/8/19,First Class,AB-10015,OFF-AR-10001427,17.94,3,0,4.6644
US-2019-131982,3/7/19,3/11/19,Second Class,NP-18685,OFF-BI-10004224,107.648,2,0.2,33.64
US-2019-104563,3/7/19,3/12/19,Standard Class,CM-12715,OFF-ST-10000934,204.9,5,0,0
US-2019-156587,3/7/19,3/8/19,First Class,AB-10015,OFF-ST-10002344,242.94,3,0,4.8588
US-2019-140116,3/10/19,3/17/19,Standard Class,KT-16480,OFF-AR-10001044,83.168,4,0.2,9.3564
US-2019-100279,3/10/19,3/14/19,Standard Class,SW-20275,OFF-PA-10002259,22.38,2,0,10.7424
US-2019-140116,3/10/19,3/17/19,Standard Class,KT-16480,OFF-ST-10000078,636.408,3,0.2,-15.9102
US-2019-166884,3/11/19,3/16/19,Second Class,CK-12205,FUR-FU-10003981,8.32,5,0.2,2.288
US-2019-114790,3/11/19,3/13/19,Second Class,FM-14215,OFF-AP-10002578,146.76,3,0,38.1576
US-2019-103338,3/11/19,3/15/19,Standard Class,RB-19435,OFF-AR-10001770,7.98,3,0,2.0748
US-2019-166884,3/11/19,3/16/19,Second Class,CK-12205,OFF-FA-10001561,10.464,6,0.2,1.7004
US-2019-114790,3/11/19,3/13/19,Second Class,FM-14215,OFF-PA-10000213,14.94,3,0,7.0218
US-2019-158337,3/11/19,3/14/19,Second Class,KA-16525,OFF-PA-10002137,108.92,14,0,49.014
US-2019-114790,3/11/19,3/13/19,Second Class,FM-14215,TEC-AC-10000710,32.96,2,0,14.1728
US-2019-114790,3/11/19,3/13/19,Second Class,FM-14215,TEC-PH-10000984,587.97,3,0,164.6316
CA-2019-139675,3/13/19,3/18/19,Second Class,NF-18595,FUR-CH-10004063,915.14,4,0.2,102.95
CA-2019-139675,3/13/19,3/18/19,Second Class,NF-18595,FUR-FU-10001979,327.76,8,0,91.77
US-2019-125521,3/14/19,3/19/19,Standard Class,CK-12325,FUR-CH-10003379,1139.92,4,0,284.98
US-2019-157623,3/14/19,3/18/19,Standard Class,DK-13225,OFF-AR-10003723,3.38,1,0,1.2506
US-2019-114510,3/14/19,3/19/19,Standard Class,JF-15295,OFF-BI-10001617,33.088,4,0.2,11.1672
US-2019-114510,3/14/19,3/19/19,Standard Class,JF-15295,OFF-BI-10003007,62.048,2,0.2,20.1656
US-2019-100293,3/14/19,3/18/19,Standard Class,NF-18475,OFF-PA-10000176,91.056,6,0.2,31.8696
US-2019-157623,3/14/19,3/18/19,Standard Class,DK-13225,OFF-PA-10001204,10.56,2,0,4.752
US-2019-152618,3/14/19,3/17/19,First Class,RB-19465,OFF-PA-10001215,8.448,2,0.2,2.64
US-2019-114510,3/14/19,3/19/19,Standard Class,JF-15295,OFF-ST-10000736,80.98,1,0,3.2392
US-2019-114510,3/14/19,3/19/19,Standard Class,JF-15295,OFF-ST-10003221,21.36,2,0,5.7672
US-2019-114510,3/14/19,3/19/19,Standard Class,JF-15295,TEC-AC-10004877,82.8,12,0,6.624
US-2019-152618,3/14/19,3/17/19,First Class,RB-19465,TEC-MA-10003626,574.91,2,0.3,156.047
US-2019-149958,3/15/19,3/19/19,Standard Class,AS-10240,FUR-FU-10001756,45.696,3,0.2,5.1408
US-2019-149958,3/15/19,3/19/19,Standard Class,AS-10240,OFF-BI-10000773,7.218,3,0.7,-5.5338
US-2019-149958,3/15/19,3/19/19,Standard Class,AS-10240,OFF-BI-10001543,43.188,4,0.7,-31.6712
US-2019-149958,3/15/19,3/19/19,Standard Class,AS-10240,OFF-PA-10002120,131.904,3,0.2,47.8152
US-2019-149958,3/15/19,3/19/19,Standard Class,AS-10240,OFF-ST-10001490,142.776,1,0.2,17.847
US-2019-157609,3/16/19,3/21/19,Second Class,KN-16705,TEC-PH-10002415,471.92,2,0.2,29.495
US-2019-148838,3/17/19,3/21/19,Standard Class,CP-12340,FUR-TA-10001950,1071.576,4,0.4,-553.6476
US-2019-148838,3/17/19,3/21/19,Standard Class,CP-12340,FUR-TA-10003473,1579.746,7,0.4,-447.5947
US-2019-148838,3/17/19,3/21/19,Standard Class,CP-12340,FUR-TA-10004175,613.908,3,0.4,-122.7816
US-2019-118339,3/17/19,3/24/19,Standard Class,BN-11515,OFF-AP-10001154,93.78,2,0,36.5742
US-2019-164763,3/17/19,3/21/19,Standard Class,MH-17440,OFF-AP-10003971,32.67,3,0,8.4942
US-2019-158442,3/17/19,3/17/19,Same Day,AZ-10750,OFF-AR-10003732,4.448,2,0.2,0.3336
US-2019-118339,3/17/19,3/24/19,Standard Class,BN-11515,OFF-AR-10003829,19.68,6,0,5.7072
US-2019-118339,3/17/19,3/24/19,Standard Class,BN-11515,OFF-BI-10000136,35.88,6,0,17.2224
US-2019-164763,3/17/19,3/21/19,Standard Class,MH-17440,OFF-BI-10000309,30.44,2,0,14.9156
US-2019-164763,3/17/19,3/21/19,Standard Class,MH-17440,OFF-BI-10000605,11.43,3,0,5.3721
US-2019-118339,3/17/19,3/24/19,Standard Class,BN-11515,OFF-BI-10001758,53.4,10,0,25.098
US-2019-118339,3/17/19,3/24/19,Standard Class,BN-11515,OFF-PA-10000466,47.18,7,0,23.59
US-2019-148838,3/17/19,3/21/19,Standard Class,CP-12340,OFF-PA-10000919,155.04,4,0,75.9696
US-2019-158442,3/17/19,3/17/19,Same Day,AZ-10750,OFF-PA-10002195,5.184,1,0.2,1.8792
US-2019-158442,3/17/19,3/17/19,Same Day,AZ-10750,OFF-PA-10002365,15.552,3,0.2,5.4432
US-2019-148838,3/17/19,3/21/19,Standard Class,CP-12340,OFF-PA-10002960,34.86,7,0,16.3842
US-2019-164763,3/17/19,3/21/19,Standard Class,MH-17440,OFF-PA-10003063,16,4,0,7.68
US-2019-164763,3/17/19,3/21/19,Standard Class,MH-17440,OFF-PA-10003349,12.96,2,0,6.3504
US-2019-127859,3/17/19,3/20/19,Second Class,QJ-19255,OFF-PA-10003641,126.624,6,0.2,41.1528
US-2019-111871,3/18/19,3/21/19,Second Class,EK-13795,FUR-BO-10004218,1198.33,10,0.15,70.49
US-2019-145317,3/18/19,3/23/19,Standard Class,SM-20320,FUR-FU-10001986,122.352,3,0.2,15.294
US-2019-145317,3/18/19,3/23/19,Standard Class,SM-20320,FUR-FU-10004270,30.768,2,0.2,8.0766
US-2019-131275,3/18/19,3/24/19,Standard Class,SC-20050,FUR-FU-10004597,111,2,0,14.43
US-2019-145317,3/18/19,3/23/19,Standard Class,SM-20320,OFF-AR-10003183,8.016,3,0.2,1.002
US-2019-145317,3/18/19,3/23/19,Standard Class,SM-20320,OFF-FA-10003112,18.936,3,0.2,5.9175
US-2019-145317,3/18/19,3/23/19,Standard Class,SM-20320,OFF-PA-10001804,21.376,4,0.2,7.4816
US-2019-131275,3/18/19,3/24/19,Standard Class,SC-20050,OFF-ST-10000078,1856.19,7,0,334.1142
US-2019-131275,3/18/19,3/24/19,Standard Class,SC-20050,TEC-MA-10001148,1279.968,4,0.2,415.9896
US-2019-145317,3/18/19,3/23/19,Standard Class,SM-20320,TEC-MA-10002412,22638.48,6,0.5,-1811.0784
US-2019-145317,3/18/19,3/23/19,Standard Class,SM-20320,TEC-MA-10003626,821.3,4,0.5,-16.426
US-2019-103989,3/19/19,3/21/19,First Class,MC-17605,FUR-FU-10002508,20.016,3,0.2,5.5044
US-2019-103989,3/19/19,3/21/19,First Class,MC-17605,FUR-FU-10003981,4.992,3,0.2,1.3728
US-2019-103989,3/19/19,3/21/19,First Class,MC-17605,OFF-BI-10001196,33.57,5,0.7,-25.737
US-2019-103989,3/19/19,3/21/19,First Class,MC-17605,OFF-LA-10000443,11.808,4,0.2,3.9852
US-2019-103989,3/19/19,3/21/19,First Class,MC-17605,OFF-ST-10000918,26.16,3,0.2,1.962
US-2019-103989,3/19/19,3/21/19,First Class,MC-17605,TEC-AC-10002647,170.24,2,0.2,53.2
US-2019-103989,3/19/19,3/21/19,First Class,MC-17605,TEC-PH-10004667,323.976,3,0.2,28.3479
US-2019-155544,3/21/19,3/25/19,Standard Class,GM-14440,FUR-CH-10000422,218.376,3,0.2,-10.9188
US-2019-155544,3/21/19,3/25/19,Standard Class,GM-14440,FUR-FU-10001473,32.952,3,0.2,6.5904
US-2019-163223,3/21/19,3/25/19,Standard Class,KH-16690,OFF-AR-10001573,9.32,4,0,2.7028
US-2019-140004,3/21/19,3/25/19,Standard Class,CB-12025,OFF-AR-10004027,6.048,3,0.2,1.5876
US-2019-140004,3/21/19,3/25/19,Standard Class,CB-12025,OFF-AR-10004685,7.408,2,0.2,1.2038
US-2019-163223,3/21/19,3/25/19,Standard Class,KH-16690,OFF-BI-10001597,122.94,3,0,59.0112
US-2019-163223,3/21/19,3/25/19,Standard Class,KH-16690,OFF-LA-10004409,14.4,5,0,6.624
US-2019-155544,3/21/19,3/25/19,Standard Class,GM-14440,OFF-LA-10004544,59.2,5,0.2,22.2
US-2019-163223,3/21/19,3/25/19,Standard Class,KH-16690,OFF-PA-10000675,122.97,3,0,60.2553
US-2019-107405,3/21/19,3/25/19,Standard Class,TS-21205,OFF-ST-10002301,16.272,1,0.2,-3.8646
US-2019-163223,3/21/19,3/25/19,Standard Class,KH-16690,TEC-PH-10000730,3499.93,7,0,909.9818
